Time,ID,Data
1030000000.00592 ,6.00E+00,0
1030000000.01797 ,6.00E+00,0
1030000000.02602 ,6.00E+00,0
1030000000.03805 ,6.00E+00,0
1030000000.04665 ,6.00E+00,0
1030000000.05882 ,6.00E+00,0
1030000000.06662 ,6.00E+00,0
1030000000.07902 ,6.00E+00,0
1030000000.08667 ,6.00E+00,0
1030000000.09803 ,6.00E+00,0
1030000000.10670 ,6.00E+00,0
1030000000.11799 ,6.00E+00,0
1030000000.12601 ,6.00E+00,0
1030000000.13799 ,6.00E+00,0
1030000000.14666 ,6.00E+00,0
1030000000.15888 ,6.00E+00,0
1030000000.16664 ,6.00E+00,0
1030000000.17800 ,6.00E+00,0
1030000000.18665 ,6.00E+00,0
1030000000.19798 ,6.00E+00,0
1030000000.20663 ,6.00E+00,0
1030000000.21801 ,6.00E+00,0
1030000000.22597 ,6.00E+00,0
1030000000.23801 ,6.00E+00,0
1030000000.24615 ,6.00E+00,0
1030000000.25830 ,6.00E+00,0
1030000000.26663 ,6.00E+00,0
1030000000.27801 ,6.00E+00,0
1030000000.28665 ,6.00E+00,0
1030000000.29865 ,6.00E+00,0
1030000000.30665 ,6.00E+00,0
1030000000.31801 ,6.00E+00,0
1030000000.32597 ,6.00E+00,0
1030000000.33803 ,6.00E+00,0
1030000000.34664 ,6.00E+00,0
1030000000.35881 ,6.00E+00,0
1030000000.36662 ,6.00E+00,0
1030000000.37804 ,6.00E+00,0
1030000000.38670 ,6.00E+00,0
1030000000.39801 ,6.00E+00,0
1030000000.40665 ,6.00E+00,0
1030000000.41805 ,6.00E+00,0
1030000000.42595 ,6.00E+00,0
1030000000.43801 ,6.00E+00,0
1030000000.44664 ,6.00E+00,0
1030000000.45881 ,6.00E+00,0
1030000000.46665 ,6.00E+00,0
1030000000.47803 ,6.00E+00,0
1030000000.48662 ,6.00E+00,0
1030000000.49799 ,6.00E+00,0
1030000000.50665 ,6.00E+00,0
1030000000.51800 ,6.00E+00,0
1030000000.52595 ,6.00E+00,0
1030000000.53801 ,6.00E+00,0
1030000000.54666 ,6.00E+00,0
1030000000.55878 ,6.00E+00,0
1030000000.56668 ,6.00E+00,0
1030000000.57803 ,6.00E+00,0
1030000000.58664 ,6.00E+00,0
1030000000.59804 ,6.00E+00,0
1030000000.60666 ,6.00E+00,0
1030000000.61831 ,6.00E+00,0
1030000000.62590 ,6.00E+00,0
1030000000.63801 ,6.00E+00,0
1030000000.64613 ,6.00E+00,0
1030000000.65830 ,6.00E+00,0
1030000000.66663 ,6.00E+00,0
1030000000.67803 ,6.00E+00,0
1030000000.68664 ,6.00E+00,0
1030000000.69801 ,6.00E+00,0
1030000000.70663 ,6.00E+00,0
1030000000.71887 ,6.00E+00,0
1030000000.72591 ,6.00E+00,0
1030000000.73803 ,6.00E+00,0
1030000000.74662 ,6.00E+00,0
1030000000.75882 ,6.00E+00,0
1030000000.76664 ,6.00E+00,0
1030000000.77801 ,6.00E+00,0
1030000000.78662 ,6.00E+00,0
1030000000.79803 ,6.00E+00,0
1030000000.80663 ,6.00E+00,0
1030000000.81834 ,6.00E+00,0
1030000000.82588 ,6.00E+00,0
1030000000.83803 ,6.00E+00,0
1030000000.84613 ,6.00E+00,0
1030000000.85830 ,6.00E+00,0
1030000000.86663 ,6.00E+00,0
1030000000.87805 ,6.00E+00,0
1030000000.88662 ,6.00E+00,0
1030000000.89803 ,6.00E+00,0
1030000000.90563 ,6.00E+00,0
1030000000.91802 ,6.00E+00,0
1030000000.92591 ,6.00E+00,0
1030000000.93804 ,6.00E+00,0
1030000000.94663 ,6.00E+00,0
1030000000.95885 ,6.00E+00,0
1030000000.96666 ,6.00E+00,0
1030000000.97806 ,6.00E+00,0
1030000000.98666 ,6.00E+00,0
1030000000.99804 ,6.00E+00,0
1030000001.00670 ,6.00E+00,0
1030000001.01832 ,6.00E+00,0
1030000001.02589 ,6.00E+00,0
1030000001.03807 ,6.00E+00,0
1030000001.04577 ,6.00E+00,0
1030000001.05793 ,6.00E+00,0
1030000001.06680 ,6.00E+00,0
1030000001.07903 ,6.00E+00,0
1030000001.08585 ,6.00E+00,0
1030000001.09806 ,6.00E+00,0
1030000001.10662 ,6.00E+00,0
1030000001.11851 ,6.00E+00,0
1030000001.12587 ,6.00E+00,0
1030000001.13876 ,6.00E+00,0
1030000001.14674 ,6.00E+00,0
1030000001.15889 ,6.00E+00,0
1030000001.16576 ,6.00E+00,0
1030000001.17805 ,6.00E+00,0
1030000001.18580 ,6.00E+00,0
1030000001.19803 ,6.00E+00,0
1030000001.20665 ,6.00E+00,0
1030000001.21860 ,6.00E+00,0
1030000001.22586 ,6.00E+00,0
1030000001.23805 ,6.00E+00,0
1030000001.24616 ,6.00E+00,0
1030000001.25831 ,6.00E+00,0
1030000001.26564 ,6.00E+00,0
1030000001.27804 ,6.00E+00,0
1030000001.28666 ,6.00E+00,0
1030000001.29808 ,6.00E+00,0
1030000001.30661 ,6.00E+00,0
1030000001.31867 ,6.00E+00,0
1030000001.32585 ,6.00E+00,0
1030000001.33807 ,6.00E+00,0
1030000001.34660 ,6.00E+00,0
1030000001.35880 ,6.00E+00,0
1030000001.36659 ,6.00E+00,0
1030000001.37804 ,6.00E+00,0
1030000001.38561 ,6.00E+00,0
1030000001.39807 ,6.00E+00,0
1030000001.40663 ,6.00E+00,0
1030000001.41860 ,6.00E+00,0
1030000001.42584 ,6.00E+00,0
1030000001.43805 ,6.00E+00,0
1030000001.44659 ,6.00E+00,0
1030000001.45876 ,6.00E+00,0
1030000001.46660 ,6.00E+00,0
1030000001.47805 ,6.00E+00,0
1030000001.48659 ,6.00E+00,0
1030000001.49805 ,6.00E+00,0
1030000001.50557 ,6.00E+00,0
